siteName,X,Y
Tavaramakasiini,248129.844903352,6800199.87903985
Kellari,248190.682742568,6800205.41791243
Kellari,247904.510716276,6800394.93933589
Veturitalli,247840.514718695,6800391.48004002
Asemarakennus,309751.822682375,7084386.79361773
Ratamestarin talo,375475.225693305,6749575.53347855
Liiteri,535993.728790249,6897783.46618375
Laiterakennus,536180.480671864,6897650.11332733
Resinavaja,536047.887495585,6897702.95257206
Pumppuhuone,535630.507594856,6897708.41146092
Paja,536134.567810824,6897589.90558245
Liiteri,536045.108646057,6897765.08992418
Liiteri,535849.764594686,6897833.90591689
Asetinlaitesuoja,535823.36140125,6897843.5139612
Kaksoisvahtitupa,535949.877390283,6897774.98790948
Vesitorni,535672.157354395,6897843.21402225
Asemarakennus,535845.625180849,6897791.01464728
Tavaramakasiini,535916.489966729,6897767.16950089
Navetta,536063.785483388,6897753.95219124
Kellari,536009.668007273,6897776.30764085
Asuinkasarmi,536036.335067727,6897742.26457022
Liiteri,536155.355584295,6897624.21859813
Kellari,535947.205736731,6897798.91303958
Liiteri,535938.250749826,6897810.52067688
Asuinkasarmi,535993.786511159,6897758.90118388
Asuinkasarmi,642467.137793945,6943711.39768651
Kellari,642487.678192087,6943694.91104232
Tavaramakasiini,642459.386700307,6943904.19844248
Asemarakennus,642513.792780972,6944060.336661
Veturitalli,642620.518743695,6944079.4727659
Talousrakennus,642496.121936646,6943712.49746266
Yksinkertainen vahtitupa,642423.294639823,6943738.37219593
Lepohuone,642513.759797595,6943770.76560235
Talousrakennus,642441.146892724,6943729.49400306
Asemapäällikön talousrakennus,606376.586299973,7047644.93231702
"PURETTU, Talousrakennus",606721.31206661,7047546.95226057
Asuinkasarmin talousrakennus,606560.023352181,7047581.33526201
Asuinkasarmin kellari,606582.63345724,7047574.64662347
"Kellari, Kirkkokatu 32",606740.137329138,7047542.81310309
"Kaksoisvahtitupa, Kirkkokatu 32",606711.202661503,7047571.77720753
asemarakennus,335380.442734142,7086656.95153367
Asemapäällikön talousrakennus,535507.809431732,6974526.71531799
Veturitalli ja vesitorni,535541.361772172,6974487.60327914
Asuinkasarmin talousrakennus,535452.768421056,6974528.40497407
Asemapäällikön kellari,535511.825157904,6974547.99098739
Paja,535646.867349939,6974526.96526712
Asuinkasarmi,535461.22041146,6974498.86098766
Leipomo-pesula,535552.650333013,6974542.42212092
Asemapäällikön talo,535500.602563817,6974505.86956109
Asuinkasarmi,314626.741092622,6663855.96144879
navetta,314529.003100182,6663805.19178281
Asemarakennus,314220.938357284,6663740.51494759
navetta,314563.124403879,6663814.21994515
Veturitalli,314538.774425673,6663893.9737115
Asuinkasarmi,314581.108590288,6663851.23241137
kellari,314503.878012612,6663803.76207382
Sauna,314485.572238275,6663800.48274132
Asuinkasarmi,314538.626000475,6663830.72658527
liiteri,314639.060384,6663832.70618233
käymälä,314661.299426067,6663840.17466214
kellari,314610.892579885,6663825.25769845
liiteri,314594.747216754,6663821.4784677
Asemapäällikön talo,201923.027760061,6930286.55027526
sauna,201953.520892268,6930377.30180305
Asemarakennus,201918.904837913,6930219.99382264
Asemarakennus,371957.325878847,6755989.0080344
Asemapäällikön talo,435008.745504109,6901443.9411047
Asemapäällikön talousrakennus,434987.067179455,6901420.88579754
asuinkasarmi,435050.593163911,6901489.42184722
Asemarakennus,435174.536449524,6901610.8071396
Asemaravintola,435233.114927403,6901669.15526301
Asuinkasarmien talousrakennus,435083.230215635,6901506.78831233
asuinkasarmi,435096.46479573,6901539.71161089
asemarakennus,363637.095821479,6765673.65675225
vaunuvaja,363520.483091445,6765783.19445617
Asemarakennus,360050.524615723,6935573.10421254
Tavaramakasiini,360019.421291039,6935593.29010376
Paja,360147.223631782,6935589.14094831
Liiteri,359935.074549735,6935564.83589553
Veturitalli,360196.756418468,6935567.7553013
Kellari,359903.130148933,6935587.30132276
Kaksoisvahtitupa,248002.67749262,6800293.32002021
Liiteri,248022.079964248,6800305.80747843
Navetta,569903.485351577,7174236.7049289
Liiteri,569850.316147557,7174080.11680196
Liiteri,569917.264157396,7174274.78717737
Liiteri,569830.691038132,7174020.94884543
Sauna,569840.61078882,7174050.91274636
Kaksoisvahtitupa,569852.311641876,7174171.28824428
Asuinkasarmi,569827.67305912,7174101.7523981
Asemarakennus,569803.067459741,7174020.51893294
Tavaramakasiini,569786.072774647,7173973.64847328
Asemarakennus,391823.914853473,6685420.42206538
Entinen vara-asema,535875.12881174,7121783.4416385
Asuinkasarmi 3,535852.040447711,7121804.62732621
Liiteri,536006.847928524,7121807.52673605
Talousrakennus,535717.105451652,7121748.47875509
Asuinkasarmi 5,535809.508382833,7121799.59834985
Asemarakennus,535837.700924481,7121738.72074131
Asuinkasarmi 2,535994.767766631,7121780.98213912
Liiteri,535939.759739332,7121803.39757652
Asuinkasarmi 4,535944.624787467,7121776.12312816
Asuinkasarmi B6,535739.426952161,7121737.90090818
Kellari,535920.456217835,7121796.59896036
Asemarakennus,228722.98648576,7007822.94796642
posti,382833.091508735,6723569.67689522
kellari,382729.54844191,6723715.7871549
asemarakennus,382794.764824447,6723622.83607482
Laajennetun kaksoisvahtituvan kellari,509890.057402747,7047974.29527614
Asuinkasarmi,509830.242048224,7048017.81641754
Rakennusmestarin talo,509912.791195471,7047850.85040299
Laajennetun vahtituvan talousrakennus,509897.849725607,7047916.13711407
Asemapäällikön talousrakennus,509899.746269795,7047898.78064693
Asemapäällikön talo,509928.887083537,7047884.02365067
Laajennetun vahtituvan talousrakennus 2,509889.645110532,7047961.48788305
Rakennusmestarin talousrakennus,509900.298741363,7047866.30725679
Asuinkasarmi,509824.890495276,7048059.72788658
Vara-asema,509955.78502763,7047985.44300705
Asemapäällikön kellari,509929.31586744,7047867.92692711
Laajennettu kaksoisvahtitupa,509925.465058154,7047931.75393531
Huvimaja,509951.75280977,7048070.45570297
Asemarakennus,509956.114861402,7048026.32468571
Asemarakennus,534601.953960753,6974290.43341249
Aseman laiturikatos,534626.88114806,6974333.20470652
"Talousrakennus, Kirkkokatu 32",606755.944612653,7047536.99428749
Asemapäällikön talo,606345.713858929,7047657.07984442
Tavaramakasiini,606482.842249571,7047568.16794218
Asemarakennus,606264.360359104,7047667.01782158
Sauna,606609.185075874,7047538.98388251
"Asuinkasarmi, Kirkkokatu 32",606746.552596,7047562.93900652
Asuinkasarmi,606562.266221829,7047560.32953767
Veturitalli,606762.582517311,7047503.84103574
Kaksoisvahtituvan (007) talousrakennus,492281.444463376,7159224.41063786
Asuinrakennus (018) talousrakennus,492537.947941891,7159307.34375707
Asemarakennus,301560.384467066,6654458.07436144
Liiteri,301607.286829421,6654448.1063904
Asuinkasarmi,301562.56136996,6654512.35331312
sauna,301444.55509224,6654499.7258834
Liiteri,301465.812878835,6654509.06398265
Ratamestarin talo,301412.388053642,6654495.55673202
Liiteri,301396.894112209,6654511.11356547
Asemapäällikön talo,301494.986675954,6654507.13437542
Liiteri,301538.467012927,6654514.02297327
Kaksoisvahtitupa,197135.218448957,6752955.95540347
Asemarakennus,196864.012630062,6753113.80327399
Liiteri,197035.583912329,6753054.62531949
Vesitorni,196772.821837993,6753104.33520119
Asuinkasarmi,197051.943667412,6753008.92462174
Asuinkasarmi,197018.317114373,6753034.75936315
Tavaramakasiini,196906.033452595,6753080.5200487
Liiteri,197069.400119786,6753029.91035015
Kellari,367432.49303403,6864008.73093314
Liiteri,367424.741940391,6863894.53417756
Asuinkasarmi,367428.436078636,6863921.10876838
Asemarakennus,367456.076148716,6864011.01046915
Tavaramakasiini,367461.699814526,6864055.67137855
Kaksoisvahtitupa,367432.385838054,6863944.3740328
Vesitorni,367474.489119029,6863862.9506063
Kellari,367423.043296466,6863878.14751301
Pumppuaseman hoitajan asuintalo,367475.52809541,6863831.24705947
Kellari,367414.62428944,6863938.50522738
Navetta,367433.985531847,6863975.49769767
Liiteri,367464.775514448,6863814.55045801
Kellari,367487.896861854,6863810.66124965
Liiteri,233664.679743116,7004940.8446102
Tavaramakasiini,233656.343194532,7004996.50328104
Kellari,233817.384533633,7004813.25058159
Kaksoisvahtitupa,233783.92289748,7004883.18634637
Sauna,233804.925062902,7004821.13897593
Kellari,233711.812989111,7004898.35325919
"Asemarakennus, TUHOUTUNUT",233685.929283866,7004970.77851724
Liiteri,233763.893741685,7004858.56135872
Asuinkasarmi,393957.213722973,6692152.96167647
Ulkorakennus,393923.776824353,6692170.63807849
Asemarakennus,393942.923674808,6692094.91349201
Kellari,569867.261357585,7174126.04745291
Navetta,569860.2276524,7174107.28127271
Kaksoisvahtitupa,569873.64364107,7174237.27481291
Kellari,569913.545281618,7174264.91918597
Liiteri,569900.137538793,7174224.25746255
Kaksoisvahtitupa,569888.914944706,7174285.12507312
kaksoisvahtitupa,391763.588256603,6740364.60833564
kellari,391898.292369022,6740554.36971026
liiteri,391743.789984449,6740378.07559442
liiteri,391864.253523769,6740511.65840403
sauna,391849.262578839,6740482.47434436
kellari,391808.412666196,6740425.99584039
navetta,391757.346152471,6740401.3808507
Asemarakennus,389749.392362114,6680901.94178893
Ruokalarakennus,386074.458688883,6674636.95700841
Maalaamo,386066.608645113,6674791.38557493
Aluskehysosasto,386294.532027299,6674581.15836606
Voimala- ja lämmityskeskus,386174.035504601,6674619.54055348
Työpaja,386141.159323393,6674724.54917928
Konttori,386107.912079192,6674606.14328046
Paja,386227.798409411,6674664.12147916
Talousrakennus,383241.854502175,6677558.52233227
Talousrakennus,383337.102249637,6677486.93690327
Kellari,383350.60069675,6677484.34743035
Yksinkertainen vahtitupa,383354.707127209,6677478.79855981
Asemarakennus,383262.122787454,6677573.64925322
veturitalli,385368.696875591,6675070.98866253
Asuinkasarmi,385304.379290082,6674884.81655732
Konttori,385396.015357743,6674986.49586079
Sauna-pesula,385314.826774805,6674835.7965352
Asuinkasarmi Toralinna,385277.497837677,6674877.71800221
Varikonpäällikön talo,385330.081586753,6674763.23130565
veturitalli,385390.169054138,6675012.64053912
Veturitalli,385414.453065589,6674926.83800398
kellari,381385.409854912,6678294.09260907
kellari,381534.46998225,6678244.12278028
liiteri,381397.943538242,6678286.54414554
liiteri,381588.224641216,6678211.28946341
sauna,381496.58032771,6678250.10156332
kaksoisvahtitupa,381385.014054386,6678272.15707398
Asuinkasarmi,381551.126587728,6678227.95607097
Asemarakennus,381462.393057259,6678229.32579217
Kaksoisvahtitupa (007),492306.998334849,7159206.22433963
Kaksoisvahtitupa (009),492285.542647991,7159175.79053434
Asemarakennus,492446.551003715,7159228.99970377
Asemarakennuksen talousrakennus,492424.443895157,7159259.62347039
Asuinkasarmi (004),492361.585824089,7159200.66547112
Veturitalli,492131.996781356,7159159.50384945
Asuinkasarmi (020),492628.371870441,7159317.68165282
Asuinkasarmin (004) talousrakennus,492357.355705965,7159241.14723118
Asuinkasarmi (018),492569.100741641,7159298.6355296
Kaksoisvahtitupa (022),492671.439915199,7159334.3982502
Kaksoisvahtituvan (022) talousrakennus,492690.04253993,7159352.60454436
Tavaramakasiini,492494.896388822,7159242.04704802
Asuinrakennuksen (020) talousrakennus,492647.823817135,7159341.12688061
Kellari,225702.533720144,7007082.75862981
Asemarakennus,225716.28778843,7007012.56291795
Asemapäällikön talo,225638.389297366,7007058.92348139
Sauna,225672.766222236,7007080.89900833
Entinen tullipäällikön asuintalo,225562.774905172,7007054.30442159
Talousrakennus,225642.982232639,7007084.49827571
kaksoisvahtitupa,427410.406131477,7362289.58731018
kellari,427437.279338037,7362297.47570452
liiteri,427460.153310114,7362348.28536236
kaksoisvahtitupa,427437.254600504,7362338.29739538
Asemarakennus,427343.721988655,7362182.01920535
kellari,664730.406150729,6979993.80250826
Vesitorni,664569.793595532,6979850.2817215
kaksoisvahtitupa,664727.083075478,6980112.95825445
käymälä,664668.529335132,6980028.82537945
kellari,664705.734584595,6980076.07576177
Kaksoisvahtitupa,664719.233031708,6980009.9592196
Asemarakennus,664645.845017474,6979980.0153146
Sauna,664735.419624061,6980071.24674471
liiteri,664683.660459415,6979970.08733541
liiteri,664723.710525161,6979991.80291527
kellari,664678.62224855,6979956.26014989
Navetta,664762.202126334,6980114.87786372
Tavaramakasiini,664628.520498608,6979947.32196923
Liiteri,664746.782397501,6980091.57260744
Asemarakennus,274033.249470438,6639053.31995452
Paja,273485.238904372,6638575.98711423
Kellari,429032.0668541,7367810.63351724
liiteri,429024.439448126,7367797.04628288
sauna,429020.291788445,7367788.92793535
Kaksoisvahtitupa,429005.284351827,7367801.31541391
konttori,288370.035080831,6968998.11064944
vesitorni,288275.578934421,6969031.75380147
"Entinen kerhotalo, nykyisin ravintola",288212.663142442,6969017.84663224
veturitalli,288349.090636319,6969091.00174173
Tavaramakasiini,274503.180136866,6963121.58679882
Asemarakennus,274464.449406208,6963096.97180913
Asemarakennus,232503.499949357,6715425.79455885
Asemarakennuksen talousrakennus,232494.239866212,6715475.99434082
Asuinkasarmin navetta,232339.217993448,6715588.04153394
Sauna,232445.589384866,6715499.07964188
Asuinkasarmin liiteri,232385.40296735,6715557.84767982
Asuinkasarmi,232356.212678542,6715555.43817026
kellari,391732.823011535,6740362.26881184
asemapäällikön talo,391794.361747516,6740406.13988202
kaksoisvahtitupa,391879.829923644,6740526.67534737
tavaramakasiini,391910.108663898,6740565.85737198
liiteri,391779.659407136,6740430.15499381
asemarakennus,391916.128130235,6740542.29216861
Keskimmäinen asuinkasarmi,366778.440910317,6674870.48947356
Ratamestarin talo,366730.004820923,6674838.97588806
Asuinkasarmi,366811.374812435,6674892.61496998
liiteri,472915.708071288,6907889.63910156
Tavaramakasiini,472980.495669921,6908044.06766808
liiteri,472962.173403896,6907970.15271325
resinavaja,472888.91732317,6907925.84173262
Asuinkasarmi,472894.136942609,6907900.90680806
Asemarakennus,472953.474038163,6908004.58570452
kaksoisvahtitupa,472933.519094967,6907961.87439828
liiteri,472946.695954152,6907945.82766455
yksinkertainen vahtitupa,510154.526366852,7047297.56302303
liiteri,510172.881616255,7047316.48917067
Liiteri,203551.450075007,6789958.78358513
Asemarakennus,203597.338198514,6789990.90704649
tavaramakasiini,326706.960707134,6814395.63953398
asemarakennus,326690.873064913,6814435.04151382
sauna,528384.191561063,7104580.19330979
Kaksoisvahtitupa,528374.667610901,7104553.70870066
navetta,528357.722400873,7104582.68280306
kellari,528244.111158163,7104359.62820518
yksinkertainen vahtitupa,528406.043048447,7104615.33615657
tavaramakasiini,528280.129006047,7104358.97833746
liiteri,528374.97270714,7104615.37614843
Asemarakennus,528264.181543179,7104340.42211452
kellari,528392.717764065,7104578.96356011
liiteri,528234.084211499,7104340.80203719
asuinkasarmi,378591.346744442,6735332.47261227
asuinkasarmi,378702.088433337,6735300.18918347
asuinkasarmi,378708.074916296,6735325.65400018
asuinkasarmi,378573.073953483,6735358.27735979
asuinkasarmi,378697.099697538,6735360.81684288
asuinkasarmi,378741.017064259,6735317.0357544
ratamestarin talo,378677.136508498,6735333.15247389
ratamestarin talo,378725.943660886,6735458.50695834
asuinkasarmi,378567.705908846,6735457.30720255
asuinkasarmi,378656.175572297,6735363.12637279
asuinkasarmi,378618.558030619,6735361.88662513
kaksoisvahtitupa,378626.820366604,6735326.17389436
asuinkasarmi,378648.160611642,6735512.22602399
asemapäällikön talo,378736.498341584,6735354.66809444
kellari,378535.291494918,6735409.91684872
liiteri,378610.147269437,6735316.39588464
koulu,378573.263607901,6735428.94297601
koulu,378626.457549455,6735406.21760169
liiteri,378684.928831357,6735475.30353945
asuinkasarmi,378528.224806357,6735364.39611433
kellari,378651.417720139,6735319.1753189
Entinen tullipäällikön talousrakennus,225578.870793238,7007067.81167222
Ratamestarin talo,380855.655588117,6904830.15185132
liiteri,380831.693164593,6904797.30853648
Asemarakennus,380927.270745827,6904756.90676015
liiteri,380906.763331063,6904791.61969443
tavaramakasiini,380970.470724094,6904748.54846145
Asuinrakennus,380809.701497855,6904789.64009737
liiteri,380826.696182949,6904850.5476998
liiteri,380835.931528561,6904815.63480622
Liiteri,480805.876119399,7057073.53315267
liiteri,480926.991080419,7056978.66246332
asuinkasarmi,480857.132287543,7057008.62636426
liiteri,480871.315139732,7057027.1225994
Tavaramakasiini,480685.651709564,7057129.95166884
kaksoisvahtitupa,480919.586312241,7056952.57777278
Asemarakennus,480759.287099127,7057076.59252994
Asemarakennus,325609.298651987,6947582.12981022
Kaksoisvahtitupa,325757.789816069,6947509.73454606
kellari,325578.912715756,6947553.49563862
tavaramakasiini,325653.29847715,6947571.70193278
liiteri,325565.81006917,6947556.64499758
liiteri,325726.744212295,6947516.89308896
asuinkasarmi,325702.55090513,6947538.62866475
liiteri,267975.662596197,6737097.38336981
sauna,268101.46944262,6737147.23322301
Asemarakennus,268040.466686519,6737174.5876551
kaksoisvahtitupa,268127.979832032,6737158.15100073
kellari,268162.373248591,6737175.10754927
navetta,268021.525982171,6737116.46948488
liiteri,268148.281100689,6737167.44910813
Kellari,268034.199844854,6737119.80880517
kellari,267991.766730107,6737102.52232379
tavaramakasiini,268082.809096979,6737190.93432778
Kaksoisvahtitupa,267948.946060678,6737100.40275522
kellari,410665.586611331,7283734.52696485
kellari,410725.039148705,7283720.11989736
Talousrakennus,410785.349253885,7283708.68222547
Kaksoisvahtitupa,410677.806952577,7283751.30355002
liiteri,410688.510058473,7283730.72773817
Kellari,410805.477359812,7283700.71384741
liiteri,410740.096060389,7283718.45023722
Asuinrakennus,410734.200281717,7283737.73631159
tavaramakasiini,410867.172766834,7283720.89973863
Asemarakennus,410829.068720343,7283725.01890019
asemarakennus,323426.648404376,6824040.60632897
Kellari,366768.916960155,6674886.39623578
Navetta,366752.548959228,6674874.8985761
Tavaramakasiini,366959.379471704,6674955.3222061
Sauna,366850.50134362,6674943.20467259
Liiteri,366728.264947776,6674866.18035067
Asemarakennus,374241.647386628,6677151.24523234
Ulkorakennus,374247.848261538,6677132.63901958
Tavaramakasiini,374186.919718035,6677151.35520995
Tavaramakasiini,374205.711997186,6677198.80555157
asuinkasarmi,395707.047849333,6697844.39320209
Asemarakennus,395637.189056457,6697945.36265005
Entinen postitalo,395621.711606714,6697859.2201841
kellari,390562.795426846,6903152.9332443
liiteri,390598.433965894,6903113.43128481
tavaramakasiini,390547.689040096,6903125.32886309
liiteri,390329.899800551,6903103.69326696
Asemarakennus,390529.482215891,6903140.73572707
Pumppuaseman hoitajan asuintalo,390358.752009743,6903086.74671638
liiteri,390535.460453005,6903171.5294591
yksinkertainen vahtitupa,390604.643086648,6903089.94606516
"Merivartiotorni, entinen majakka",307883.701919589,6636410.11797061
"Kullakoja, entinen luotsin asuintalo",307664.08210261,6637480.63007098
Majakan asuinrakennus,307909.931950295,6636473.79500934
Kivikellari,307924.230244304,6636450.35977951
Merivartioasema,307818.510274585,6636570.98522655
Majakka,385198.197553083,7215132.65067777
Entinen majakkamestarin asuinrakennus,385351.331127503,7215095.92815254
"Halkovaja, nykyinen varasto",385374.576162574,7215085.17034226
Sauna,385312.394250738,7215092.33888312
Makasiini,385332.307964713,7215054.23663872
Luotsiasema,385201.553611711,7215155.59600732
Luotsitupa,385276.706236625,7215127.64169734
"Asuinrakennus, ns. Isopirtti",385245.108161283,7215129.84124962
Sauna,385276.673253248,7215099.74737515
Asuinrakennus Karjamaja,530398.041130091,6711181.98837328
Talli,530111.605236782,6711098.52536194
Navetta,530482.008562557,6711108.0034327
Paja,530066.830302255,6711116.76164999
Vaja,530121.252874608,6710985.2284232
Aleksanterintorin koulu,427609.444321093,7210565.66027542
Helsingin teknillinen oppilaitos,385195.987666812,6671373.04136897
"Virastotalo, Kirkkokatu 14 - Snellmaninkatu 7",386471.158012118,6672186.975695
"Ilkkala, Entinen leipomo",386115.712647896,6672762.57853271
Lato,504077.1494663,6836311.74857356
Navetta,503994.872431915,6836510.4581268
Jääkellari,621641.491160943,6854199.7075314
Laivarannan paviljonki,621475.114760583,6853775.23393177
Asuinrakennus,598832.809679046,6860633.09803342
Kansakoulu,622116.46828408,6854555.47511594
Kansakoulun talousrakennus,622139.729810839,6854589.72814383
Huvimaja sekä sitä ympäröivä puisto,596304.806980631,6865966.93234692
Lääkärinasunto (nyk. koulurakennus),533880.599255897,6973727.57798008
Sauna- ja pesularakennus,535126.01034914,6973244.49630995
Asuinrakennus Kiikkukangas,531794.342928106,6976121.32074069
Ulkorakennus Kiikkukangas,531821.752114545,6976133.35829048
Asuinrakennus Porttimökki,531757.352070594,6975504.57627723
Pesulan talousrakennus,531460.476938406,6976213.28202223
Puutarhurin asunto,531578.697608077,6976288.11678983
Puutarhurin ulkorakennus,531578.425495216,6976305.98315319
"Uusi Mankola, mallitilan päärakennus",433940.001624908,6904759.65620051
Uusi-Mankolan aitta,433876.022119016,6904848.61809257
Vanha-Mankolan aitta,433923.006939814,6904789.64009737
Suojeluskuntatalo Suoja,434872.334501921,6901671.99468505
Poikien asuntola,413470.039485613,6949636.51164675
Alakartano (nyk. asuinrakennus),499940.547462626,6733479.90969608
Sauna- ja pesularakennus,499919.858639287,6733508.37390227
Työpajarakennus,499882.216360076,6733560.29333422
Ylätupa,499817.972987166,6733567.99176723
"Opettajan asuinrakennus, entinen puutarhurin asunto",499759.312050845,6733395.10695743
Puutarhurin asuinrakennus,499712.75601395,6733379.77007921
Puutarhurin ulkorakennus ja paja,499699.504942166,6733343.39748274
Korpivaaran huvimaja,500132.873534985,6732777.45267917
Kaivo,560106.861610548,7595580.91153784
Lato,560111.594725173,7595593.58895738
Aita,560167.023290531,7595597.93807213
Metsäsauna,643502.205645042,7124519.65469027
Rumakurun uudempi autiotupa,520639.315289446,7585692.03439009
Rumakurun vanha autiotupa,521044.128523468,7585279.59834026
Kaapo Aikion ja Teuvo Lehtolan kämppä eli Pirula,454528.992526616,7597965.78610354
Antti Maggan kämppä,454526.1971854,7597953.32863922
Benjami Kurun kämppä,454080.171221586,7598017.65554566
Maarit Länsmanin kämppä,453939.348692699,7597594.72163263
Antti Näkkäläjärven kämppä,454082.892350204,7597324.20669516
Iisko Näkkäläjärven kämppä,454182.37021579,7597799.64992007
Kirsti Pokan ja Jouni Jomppasen kämppä,454408.067220015,7597986.26193574
Mikko Takalon kämppä,454551.182093616,7597952.66877353
Lapin paliskunnan kämppä,454635.669014273,7597612.08809774
Poroerotusaita,454457.96282385,7597564.10786398
Sauna,478200.057388363,7311666.2615413
Lato,478130.701591989,7311756.43318712
Asuinrakennus,478156.46160957,7311697.27522855
Talli- ja latorakennus,478130.478954193,7311664.90181806
Aitta,478105.485800132,7311690.88652895
Asuinrakennus eli pirtti,545941.416398781,7587464.90352772
Ulkouuni,545924.363992777,7587460.66439059
Keilakota,545925.271035649,7587471.32222122
Savusauna,545952.515305203,7587448.30690592
Patsasaitta,545910.428515917,7587459.69458799
Maakellari,545913.413511552,7587473.97168193
Lammaspuura ja -aita,545973.418520494,7587481.37017599
Porolato,546051.564386887,7587582.99948963
Ruokala,448004.344539762,6786039.38136808
Asuinrakennus,503784.191110153,6836489.4124106
Käsityöhuone,503789.188091796,6836458.42871724
Terva-aitta,353097.36483834,6938280.84306015
Metsänhoitajan asuinrakennus,353049.967725327,6938176.11437737
Opettajan asuinrakennus,352997.194321833,6938110.11781078
Aitta,352918.965996997,6938248.14971479
Käpykaristamo,352890.443621577,6938232.91281622
Uusi seminaari,447849.924613631,6786082.45260105
Lato 1,353167.330827192,7502210.34684544
Lato 2,353170.126168408,7502204.26808275
Lampola,353135.279230413,7502335.34140316
Riihi,353153.807642546,7502370.90416446
Vaja,353189.462673282,7502159.09727714
Kaivo,353142.659261058,7502284.87167613
Asuinrakennus,406855.511795933,7413983.38518757
Sauna,406827.212058309,7413996.3225542
Varasto,406883.160111857,7413938.46433108
Talousrakennus,406854.37386942,7413947.55248121
Pirtti,552806.700213502,7593818.00037329
Aitta,552807.417601955,7593802.12360496
Asuinrakennus 1,552552.258196061,7593833.19728
Asuinrakennus,552573.285099015,7593801.56371892
Sauna,552551.994329043,7593791.76571328
Ulkouuni,552539.287482983,7593796.79468965
Maakellari 1,552549.289692114,7593847.77431289
Maakellari 2,552562.27689688,7593850.77370237
Lammaskota 1,552571.883305485,7593862.46132339
Lammaskota,552589.5706415,7593701.18415089
Kämppä,311664.553462802,6872157.08235984
Talli,311643.543051536,6872095.84482456
Joosepin kämppä,560139.968675396,7595580.98152359
Huhti-Heikin kämppä,560125.472481124,7595579.33185937
Maasauna,560128.737835465,7595571.51345079
Navetta,560101.526549288,7595585.56059153
Lampola,560109.195184483,7595574.22289929
Maakellari,560095.00408645,7595563.64505238
Ulkouuni,560133.866750617,7595578.67199369
Kyrölän talousrakennus,394674.964993872,6703747.92155602
Kyrölän aitta,394698.869696486,6703760.68895725
Mäyrälä,394662.150951836,6703909.56865322
Aitta 1,416887.628604211,6732097.02117902
Aitta 2,416893.623333014,6732182.99367957
Hirsinen asuinrakennus,413952.792439921,6734290.12477915
Talli,413810.856722054,6734300.12274409
Viljamakasiini,413940.802982314,6734403.08178708
Tilanhoitajan asuinrakennus,381205.848349523,6691855.74217464
Puinen kalustovaja,381234.560379361,6691848.47365412
Huvimaja 2 Johtola,349362.978627735,6693123.37415183
Huvimaja 3 Kisala,349354.980158768,6692979.43345054
Lääninhallituksen toimitalo,443517.945575208,7375842.88857502
Asuinkerrostalo,443552.578121251,7375921.21263238
Asuinkerrostalo,443571.568300665,7375956.55543846
Asuinkerrostalo,443603.883764461,7375933.9000499
Rivitalo,443623.558348951,7375903.21629549
Toimisto ja autotalli,443595.200890417,7375880.56090693
Sielullisesti sairaiden vastaanottolaitos,232895.53212472,7004584.33717625
Huvila (nyk. päiväkoti),232958.390195788,7004668.65001462
Oppilasrakennus,352889.116040645,6938387.65131964
"Kurssirakennus, ns. Vellikellorakennus",352927.731329484,6938371.85453503
Johtajan asuinrakennus,352987.695109204,6938320.77493214
Johtajan ulkorakennus,352960.426102117,6938353.12834669
Koulurakennus,353064.571115575,6938242.71082186
Sysikoppi,330393.422070691,6728205.17335336
Pitkäkärjen lato,330451.588256355,6728251.49392494
Maakellari 1,330442.402385809,6728233.15765724
Maakellari 2,330444.397880129,6728242.15582569
Asuinrakennus,310090.933029047,6869897.13236611
Pakari,310074.548536431,6869879.13602921
Karjarakennus,310088.409800692,6869858.26027841
Aittarati,310116.923930268,6869884.13501168
Liiteri,310115.777757911,6869863.20927105
Kalasauna,688615.063117274,7006537.65958314
Päärakennus,486937.543658796,7599333.07779528
Savusauna,486924.968746244,7599241.98633668
Väentupa,486846.707438031,7599333.157779
Leipomorakennus,486915.048995556,7599335.51729872
Maakellari,486919.707897584,7599309.78253696
Tavara-aitta,486969.685959861,7599323.73969602
Aluemetsänhoitajan virkatalo,651325.021636944,7024619.23913008
Niittysauna,415771.941133433,7299913.69374238
Majoitusrakennus,496183.74080138,7449440.3580236
Asuinrakennus,353156.330870901,7502275.11366234
Talousrakennus,353149.429099225,7502317.99493398
Varasto,353173.787323275,7502304.17774643
Sauna,353136.738744854,7502284.19181451
Aitta,353165.393053782,7502228.22320676
Talli,353188.13509235,7502195.34989803
Liiteri 2 eli talli,394828.634548171,6703452.44170009
Ahola,394458.965102538,6703745.04214212
"Notko, entinen kansakoulu",394663.09922393,6703870.25665507
Asuinrakennus Mökki,394665.507010464,6703832.1444127
Koetila Kyrölän asuinrakennus,394647.481594833,6703721.82686752
Pirtti,574810.851159129,7188284.76548693
Savusauna,574800.164544921,7188252.0621436
Saunakota,574795.868460043,7188262.11009837
Päärakennus,384428.571675718,7380335.15418738
Sauna,384386.352952923,7380378.27541018
Halkosuoja,384369.119138344,7380416.53762202
Venevaja,384356.206146177,7380433.47417464
Aitta,384459.378150008,7380334.88424233
Navetta,384446.547616283,7380367.01770166
Varasto- ja työhuone,384488.560192971,7380376.28581516
Käpyriihi,384543.939283263,7380340.40311898
Halkosuoja II,384555.714348918,7380355.9699504
Lato,384377.859733298,7380324.14642798
