"TietoLahde,C,254","Nimi,C,254","KoordYkPoh,N,9,1","KoordYkIta,N,9,1"
"Pirkkala","Loukonlahden uimapaikka",6822993,3323313
"Ylöjärvi","Honkasalon uimaranta",6830377,3323852
"Tampere","Niemen uimaranta",6829516,3324140
"Ylitornio","Aavasaksan urheilijoiden hiihtokeskus",7362487,3351877
"Tampere","Suomensaaren uimaranta",6829807,3324923
"Tampere","Tahmelan uimaranta",6825823,3324914
"Viiala","Heinäsuon uimapaikka",6796521,3323652
"Ylitornio","Aavasaksan kisan hiihtokeskus",7364727,3352942
"Kuru","Hevossaaren uimaranta",6868746,3327596
"Kuru","Hoppasojan uimaranta",6867335,3328059
"Somero","Somerniemen kirkkoranta",6722719,3320914
"Tampere","Elianderin uimaranta",6826119,3326282
"Kuru","Kirkonkylän uimaranta",6868017,3328396
"Tampere","Pyynikin hiekkaranta",6824745,3326277
"Karjalohja","Uimapaikka",6686647,3319433
"Ylitornio","Aavasaksan laskettelurinne",7370328,3354503
"Tampere","Peltolammi Multisilta uimaranta",6819590,3326516
"Tampere","Rantaperkiön uimaranta",6822617,3326748
"Tampere","Peltolammin pohjoinen uimaranta",6819955,3326665
"Karjalohja","Päiväkummun uimapaikka",6686959,3320497
"Tampere","Mältinrannan talviuintipaikka",6826154,3327471
"Alajärvi","Kurejoen uimapaikka",6990180,3336278
"Veteli","Alaspään uimapaikka",7038241,3338770
"Vimpeli","Uimapaikka/Rantakylä",7010866,3337508
"Vimpeli","Uimapaikka/Rinne",7012793,3337618
"Somero","Oinasjärven ranta",6718518,3323111
"Töysä","Tohnin uimaranta",6960048,3335342
"Tampere","Rauhaniemen uimala",6827279,3329160
"Karjaa","Bråtans simplats",6678888,3322193
"Vimpeli","Uimapaikka/Lakaniemi",7005113,3338306
"Lehtimäki","Valkeisjärven uimapaikka",6978748,3337464
"Tampere","Lahdesjärven uimaranta",6820612,3329741
"Tampere","Kaupinojan uimaranta",6827132,3330083
"Tampere","Kaupin kilpahiihtokeskus, Kauppi",6826688,3330192
"Viiala","Luttusen rantauimala",6792434,3328535
"Vimpeli","Lakeaharjun laskettelukeskus",7004558,3339179
"Inkoo","Fagervik simplats",6660882,3322358
"Muonio","Oloksen kilpahiihtokeskus",7541733,3366455
"Veteli","Ahon uimaranta",7035674,3340962
"Muonio","Olostunturin laskettelurinne",7541648,3366669
"Tampere","Särkijärven uimaranta",6820036,3330482
"Töysä","Kirkonkylän uimaranta",6952061,3337446
"Tampere","Kämmenniemen uimaranta",6839898,3332268
"Lehtimäki","Kätkänjärven uimapaikka",6975281,3338901
"Lehtimäki","Valkealammen uimapaikka",6967513,3340273
"Tampere","Alasjärven uimaranta",6825675,3333437
"Töysä","Vetolan ampumahiihtorata",6960081,3339982
"Alajärvi","Hoiskon uimapaikka",6994987,3342108
"Valkeakoski","Metsäkansan uimapaikka",6793712,3332501
"Nummi-Pusula","Peltosen ranta",6702091,3328233
"Somero","Salkolanjärven ranta",6729536,3329852
"Tampere","Kaukajärvi, Riihiniemi",6822183,3334573
"Inkoo","Marsjö simplats",6663467,3327067
"Tampere","Riihiniemen talviuintipaikka",6822256,3334658
"Tampere","Kaukajärven uimala",6822584,3334803
"Lehtimäki","Kangaslammen uimapaikka",6967545,3341834
"Himanka","Pernun ampumahiihtoalue",7114451,3349039
"Veteli","Aittaniemen uimapaikka",7027609,3345092
"Inkoo","Tammiston uimapaikka",6656040,3327466
"Lohja","Lohjansaaren uimapaikka",6683379,3329026
"Nummi-Pusula","Keräkankareen urheilukeskus",6712673,3330413
"Alajärvi","Paalijärven uimapaikka",6998405,3344043
"Nummi-Pusula","Iloitun uimaranta",6709165,3330397
"Inkoo","Södervidjan uimaranta",6655759,3328031
"Inkoo","Gölisnäsin uimaranta",6652749,3327947
"Töysä","Jouttilammen uimaranta",6948496,3342009
"Lohja","Karstun uimapaikka",6690854,3329959
"Kangasala","Vatialan uimala",6822019,3336910
"Tampere","Kumpulan uimaranta",6827311,3337325
"Tampere","Olkahisten uimaranta",6827273,3337487
"Kaarina","Kuuslahden uimaranta",6706397,3243168
"Kurikka","Pitkämön hiihto-ja leirikeskus",6950962,3264731
"Kemiö","Lappdalin uimaranta",6688219,3263593
"Kemiö","Kiilan uimaranta",6688576,3271114
"Tornio","Puuluodon hiihtokeskus",7302575,3372074
"Pyhäjoki","Rautionperän avantouintipaikka",7152406,3366971
"Muhos","Holapan monttu",7198822,3447009
"Viitasaari","Hakkarilansalmen rantautumispaikka",6995536,3443766
"Viitasaari","Hiekkalahden nuotiopaikka",6996719,3443860
"Heinola","Sinilähteen uimapaikka",6787584,3445479
"Muhos","Kirkkosaaren uimapaikka",7191293,3452337
"Muhos","Montan uimaranta",7192267,3453213
"Heinola","Heinäsaaren uimapaikka",6789726,3447099
"Heinola","Kylpylän talviuinti",6788560,3447716
"Kälviä","Pirskerin uimaranta 2",7098067,3318845
"Nokia","Halkoniemen uimaranta",6821671,3314775
"Vesilahti","Onkemäen uimapaikka",6798043,3316720
"Ylöjärvi","Veittijärven uimaranta",6834821,3319696
"Alavus","Vähäjärven ranta",6947711,3327111
"Kuru","Länsi-Teiskon uimaranta",6850360,3322762
"Ylitornio","Vasken ranta",7362628,3350604
"Kuru","Parkkuun uimaranta",6862390,3327431
"Vimpeli","Vatpakan hiihtokeskus",7008152,3341450
"Ulvila","Massin hiihtokeskus",6820610,3224543
"Ulvila","Pappilanlampi",6824146,3227824
"Ulvila","Harjunpään uimaranta",6831318,3229076
"Säkylä","Arena",6784460,3242942
"Säkylä","Hiekkaranta",6784450,3242970
"Säkylä","Leirintäalueen uimaranta",6780931,3246616
"Säkylä","Katismaan uimalaitos",6779809,3247530
"Säkylä","Honkalan uimaranta",6778958,3249932
"Säkylä","Röhöranta",6774816,3250350
"Säkylä","Nummiojan ranta",6767127,3251635
"Säkylä","Lomasäkylä",6768092,3251857
"Säkylä","Huovinrinteen hiihtokeskus",6778497,3257080
"Vampula","Ulkoilumajan kilpa- ja kuntoladut",6772494,3262760
"Säkylä","Katismaan avantouintikeskus",6779812,3247513
"Valkeakoski","Tarttilan uimapaikka",6788155,3339420
"Kangasala","Liuksialan uimapaikka",6817586,3340845
"Lehtimäki","Mustaniemen uimapaikka",6969187,3348091
"Lohja","Liessaaren rantauimala",6685261,3335128
"Lohja","Voudinrannan uimapaikka",6684462,3335392
"Tornio","Karungin uimapaikka",7328798,3365530
"Lohja","Hormajärven uimapaikka",6688660,3336068
"Alajärvi","Iiruunjärven uimapaikka",6998502,3350260
"Lohja","Myllylammen uimapaikka",6685009,3336216
"Kangasala","Ruutanan uimapaikka",6827307,3342709
"Valkeakoski","Kirjaslammen uimala",6799567,3341471
"Lohja","Kisakallion uimaranta",6694000,3336783
"Inkoo","Vassböle skidcentrum",6672299,3335846
"Valkeakoski","Apian uimaranta",6798977,3341558
"Lohja","Aurlahden rantauimala",6685413,3336999
"Karkkila","Vuotinaisten uimala",6726384,3339149
"Ähtäri","Rantapellon uimapaikka",6941646,3349026
"Ähtäri","Ouluveden rantauimala",6941784,3349222
"Lohja","Suittilan uimapaikka",6695226,3338242
"Soini","Laasalan uimaranta",6979964,3351082
"Inkoo","Djupträsk simplats",6671040,3337191
"Ruovesi","Haapasaaren leirintäalueen uimaranta",6879745,3346835
"Lohja","Moision uimapaikka",6686809,3338562
"Ruovesi","Kirkonkylän uimaranta",6879328,3347265
"Valkeakoski","Korkeakankaan rinnehiihtokeskus",6797221,3343643
"Kangasala","Vesaniemen uimala",6821204,3344735
"Ruovesi","Jäminkipohjan uimaranta",6869099,3347474
"Pyhäjoki","Yppärin rantauimala",7149722,3360226
"Halsua","Masalan uimaranta",7041953,3355439
"Kangasala","Haviseva uimapaikka",6829607,3346012
"Kangasala","Huutijärven uimapaikka",6819953,3346155
"Soini","Kukonkylän uimaranta",6969492,3352851
"Nummi-Pusula","Kotojärvi",6712510,3342099
"Valkeakoski","Koivuniemen uimapaikka",6798378,3346153
"Pyhäjoki","Grekunperän uimapaikka",7143583,3361938
"Inkoo","Svenviken simplats",6662936,3340755
"Kalvola","Keskuskentän ranta",6778007,3345910
"Nummi-Pusula","Ulkoilukeskus alhovuori",6712767,3343071
"Ähtäri","Inhan aseman uimapaikka",6941625,3353262
"Tornio","Saarenpään uimapaikka",7310489,3369930
"Keuruu","Kangasjärven uimapaikka",6912540,3352177
"Tornio","Palojärven uimapaikka",7340765,3371563
"Soini","Iso-Hykkösen ranta",6965079,3354828
"Tornio","Pikisaasen uimala",7309203,3370318
"Hattula","Kalkkosten hiihtomaa",6774880,3356394
"Hattula","Lehijärven uimaranta ii",6773859,3356401
"Hattula","Kalkkosten kyläranta",6773873,3356410
"Hattula","Lehijärven uimaranta i",6773402,3356467
"Hattula","Parolannummen ampumahiihtorata",6772256,3356634
"Vihti","Enärannan uimaranta",6694490,3353489
"Hattula","Merven uimaranta",6779019,3356961
"Soini","Parviaisen ranta",6971594,3364923
"Hattula","Armijärven uimaranta",6770974,3356831
"Orivesi","Lepran kuntorata ja kilpahiihtokeskus",6842065,3359791
"Hattula","Pikku-Merven kyläranta",6779489,3357364
"Karkkila","Haaviston uimaranta",6715886,3354937
"Vihti","Olkkalan uimaranta",6707384,3354930
"Orivesi","Kirkkolahden rantauimala",6843291,3360449
"Hattula","Suotaalan-Lahdentaan kyläranta 2",6784027,3358099
"Alavieska","Rilkkeen uimapaikka",7121981,3371942
"Keuruu","Koipijärven uimapaikka",6918098,3363621
"Orivesi","Nihuan rantauimala",6846440,3360796
"Orivesi","Nihuanperän rantauimala",6848264,3360888
"Raahe","Lännenrannan uimapaikka",7165423,3373909
"Sahalahti","Lindellin uimapaikka",6825701,3360100
"Vihti","Rinnehiihtokeskus Vihti-Ski",6698983,3355024
"Soini","Hankajärven uimapaikka",6978915,3366444
"Raahe","Siniluodon uimapaikka",7170721,3374866
"Hattula","Lusin kyläranta",6785181,3359472
"Merijärvi","Ristivuoren vapaa-aikakeskus",7141231,3373954
"Orivesi","Holman rantauimala",6845501,3362128
"Vihti","Palojärven uimaranta",6689496,3355954
"Sahalahti","Pakkalan uimapaikka",6818222,3361377
"Vihti","Ojakkalan uimaranta",6697768,3356893
"Keuruu","Valkeisen uimapaikka",6913709,3365606
"Hattula","Herniäisten uimaranta",6773694,3360051
"Tornio","Kivijärven uimapaikka",7334832,3383047
"Hattula","Katinalan kyläranta",6772827,3360318
"Vihti","Moksin uimaranta",6710434,3358021
"Hattula","Eerolan uimaranta",6774357,3360769
"Alavieska","Lumikurun maastohiihtokeskus",7125339,3374964
"Keuruu","Hylkysen uimapaikka",6908596,3366296
"Raahe","Maivaperän uimapaikka",7177358,3377157
"Halsua","Kalottimenjärven uimaranta",7039374,3371772
"Vihti","Tervalammen uimaranta",6694639,3358588
"Toholampi","Maauimala/betoniallas",7059148,3373647
"Alavieska","Petäjälammen uimapaikka",7125131,3376375
"Raahe","Pikkulahden uimaranta",7179306,3379111
"Hämeenlinna","Uimahallin uimaranta",6767302,3363084
"Merijärvi","Pyhänkosken uimamonttu",7140055,3377967
"Vilppula","Ajosharjun uimala",6882751,3368094
"Vihti","Otalammen uimala",6701174,3361678
"Keminmaa","Kallijärven rantauimala",7301030,3385216
"Vihti","Haimoon maauimala",6708857,3362353
"Vilppula","Kolhon uimala",6895017,3369547
"Tuulos","Teuron ranta",6775420,3384129
"Helsinki","Pihkapuisto/lasten kahluuallas",6684391,3381325
"Helsinki","Konalan puisto/lasten kahluuallas",6682124,3381262
"Helsinki","Piianpuisto/lasten kahluuallas",6683381,3381512
"Helsinki","Nuolipuisto/lasten kahluuallas",6681635,3381789
"Helsinki","Ulvilanpuisto/lasten kahluuallas",6679144,3381848
"Helsinki","Trumpettikujan puisto/lasten kahluuallas",6682624,3382003
"Helsinki","Lauttasaari/uimaranta",6673386,3381990
"Helsinki","Munkinpuisto/lasten kahluuallas",6678360,3382151
"Helsinki","Munkkiniemen uimaranta",6677624,3382129
"Helsinki","Laurinniityn leikkip./lasten kahluuallas",6681954,3382598
"Helsinki","Seurasaaren uimala",6676429,3382486
"Hyvinkää","Kaupunkisillan uimala",6727243,3384167
"Oulainen","Ahonperän uimapaikka",7139823,3397754
"Helsinki","Vanhaistenpuisto/lasten kahluuallas",6683212,3382865
"Helsinki","Seurasaaren ulkoilupuisto/uimaranta",6676663,3382673
"Helsinki","Lauttasaaren ulkoilupuisto/uimaranta",6672398,3382545
"Helsinki","Vattuniemen venesatama",6672946,3383046
"Helsinki","Haagan puisto/lasten kahluuallas",6679818,3383314
"Nivala","Pyssymäen hiihtoalue",7089236,3396663
"Helsinki","Meilahden liikuntapuisto/laskettelurinne",6677198,3383292
"Helsinki","Aalberginpuisto/lasten kahluuallas",6681556,3383626
"Helsinki","Ourit/talviuintipaikka",6675194,3383560
"Helsinki","Hietarannan uimaranta",6675456,3384012
"Helsinki","Pihlajasaaren ulkoilupuisto/uimaranta",6671544,3384191
"Helsinki","Paloheinän ulkoilumaja/laskettelurinne",6684582,3384631
"Helsinki","Pirkkolan liikuntapuisto/uimaplotti",6681884,3384689
"Helsinki","Hesperian esplanadi/lasten kahluuallas",6675673,3384672
"Helsinki","Sannanpuisto/lasten kahluuallas",6678111,3384927
"Padasjoki","Kasiniemen uimapaikka",6815785,3389464
"Reisjärvi","Saarisen uimapaikka",7064034,3397487
"Helsinki","Maunulan leikkipuisto/lasten kahluuallas",6681733,3385428
"Reisjärvi","Terveystalon rannan uimapaikka",7057359,3397417
"Helsinki","Uimastadion/maauimala",6677040,3385380
"Helsinki","Sysiniitty/lasten kahluuallas",6684345,3385701
"Helsinki","Sinebrychoffin puisto/lasten kahluuallas",6673979,3385468
"Oulainen","Kurjenrannan uimapaikka",7134549,3400262
"Tuusula","Jokelan lampi",6716537,3387103
"Nivala","Kiviojan uimaranta",7090489,3399102
"Helsinki","Kimmonpuisto/lasten kahluuallas",6679392,3386083
"Nivala","Pidisjärven uimaranta",7092387,3399233
"Helsinki","Ilolanpuisto/lasten kahluuallas",6676361,3386102
"Kinnula","Lossivuoren laavu",7019303,3406325
"Helsinki","Mustankivenpuisto/kahluuallas",6678424,3397089
"Helsinki","Vuosaaren uimaranta",6678166,3398128
"Jämsänkoski","Oinaalan uimaranta",6870458,3403563
"Jämsänkoski","Kukkassalmen uimaranta",6887010,3404127
"Petäjävesi","Olkkosniemen rantauimala",6907691,3404789
"Hollola","Heinsuon urheilukeskus",6765770,3419741
"Äänekoski","Parantalan ranta",6949323,3424086
"Oulu","Värtön uimapaikka",7214253,3430777
"Oulu","Parkkisenkankaan uimapaikka",7214393,3430977
"Kempele","Kalliomonttu, uimapaikka",7205471,3430829
"Askola","Monninkylän maauimala",6710220,3419633
"Asikkala","Vääksyn uimapaikka 2",6785498,3421706
"Rantsila","Pikkulan uimapaikka",7170017,3430519
"Oulu","Myllyojan uimapaikka",7213817,3431654
"Oulu","Pikkaraisen uimapaikka",7213192,3431700
"Oulu","Lämsänjärven uimapaikka",7211801,3431701
"Viitasaari","Vuorilahden uimapaikka",6986945,3426713
"Oulu","Kuivasjärven auran hiihtokeskus",7221469,3432114
"Hollola","Messilän laskettelukeskus",6768241,3421929
"Asikkala","Vääksyn uimapaikka 3",6784625,3422365
"Korpilahti","Korpilahden satama",6879485,3424636
"Kempele","Pyrinnön hiihtomaja",7201301,3431931
"Kempele","Köykkärin hiihtokeskus",7201275,3431980
"Äänekoski","Järvenpään ranta",6955256,3426517
"Äänekoski","Hietaman ranta",6945723,3426413
"Lahti","Likolammen uimaranta",6765557,3422443
"Hollola","Messilän uimapaikka",6768595,3422569
"Viitasaari","Keihärinkosken uimapaikka",7001642,3427880
"Korpilahti","Keskustan rantauimala",6879480,3425219
"Jyväskylän mlk","Vesangan uimapaikka",6907856,3425934
"Viitasaari","Huopanan uimapaikka",6995547,3427880
"Haukipudas","Onkamon uimaranta",7237083,3433482
"Asikkala","Vääksyn uimapaikka 1",6785628,3423527
"Korpilahti","Ainolan uimapaikka",6879544,3425895
"Oulu","Maikkulan uimapaikka",7211051,3433244
"Korpilahti","Talvilahden uimapaikka",6879865,3426142
"Askola","Takajärven rantauimala",6715305,3423199
"Lahti","Kankolan uimaranta",6766545,3424368
"Askola","Uimaranta",6715143,3423303
"Jyväskylän mlk","Kuikan uimapaikka",6919644,3427816
"Askola","Maastohiihtokeskus",6713350,3423437
"Viitasaari","Keitelepohjan uimapaikka",7010183,3429880
"Jyväskylän mlk","Pilkkurin uimapaikka",6907433,3427669
"Muurame","Isolahden uimaranta",6892867,3427564
"Rovaniemen mlk","Alakorkalon uimapaikka",7376917,3438953
"Hollola","Kalliolan uimapaikka",6774251,3426143
"Yli-Ii","Jakkukylän uimapaikka",7245923,3436227
"Hollola","Paimelan uimapaikka",6776879,3426264
"Lahti","Lahden maauimala",6764543,3426042
"Myrskylä","Kirkkojärven uimapaikka",6729459,3438047
"Jyväskylän mlk","Kivilammen uimapaikka",6907821,3441861
"Sumiainen","Kirkonkylän uimaranta",6950687,3451155
"Muhos","Leppiniemen uimapaikka",7194863,3454835
"Heinola","Tommolan uimaranta",6787586,3449020
"Heinola","Lemmenlammen uimaranta",6790776,3449234
"Heinola","Lusin uimapaikka",6798643,3450015
"Viitasaari","Suovanlahden uimapaikka",6989272,3452879
"Heinola","Kirkonkylän uimapaikka",6793705,3450338
"Ylikiiminki","Valkeisjärven uimapaikka",7212419,3456566
"Viitasaari","Toulauden ampumahiihtoalue",7002966,3454053
"Toivakka","Rantauimala",6889001,3452560
"Konnevesi","Uimapaikka Tankolampi",6941846,3453662
"Joutsa","Joutsan uimala",6848372,3453000
"Jämsänkoski","Avouimala",6869503,3403788
"Saarijärvi","Särkilammen uimaranta",6962182,3406579
"Lumijoki","Ampumahiihtoalue",7192525,3413284
"Jämsänkoski","Hiihtokeskus",6871318,3404225
"Kannonkoski","Piispalan uimapaikka",6991429,3407759
"Kuhmoinen","Kirkonkylän uimala",6830221,3403324
"Jämsänkoski","Laukkalammen uimaranta",6868885,3404475
"Jämsänkoski","Vanhainkodin ranta",6868905,3404485
"Reisjärvi","Valkeisjärven uimapaikka",7057620,3409845
"Sipoo","Talma Ski",6699886,3400019
"Jämsä","Jaatilanjärven uimapaikka i",6864722,3404642
"Lumijoki","Viinavuoren luontokeidas",7193183,3414518
"Jämsä","Hiidenmäen maauimala",6863269,3405570
"Jämsä","Särkijärven uimapaikka",6864511,3406312
"Jämsä","Pitkäjärven rantauimala",6858971,3406402
"Tervola","Koivun uimapaikka",7342830,3419953
"Kivijärvi","Talviaisten uimapaikka",7011587,3411373
"Kivijärvi","Lokakylän uimapaikka",7000365,3411078
"Jämsä","Tiirinniemen maauimala",6856667,3407493
"Helsinki","Maasälvänpuisto/lasten kahluuallas",6682298,3390089
"Helsinki","Filpuksenpuisto/lasten kahluuallas",6683534,3390378
"Helsinki","Tullisaaren ulkoilupuisto/uimapaikka",6675625,3390362
"Helsinki","Herttoniemen liikuntapuisto/laskettelur.",6679156,3390968
"Helsinki","Herttoniemen liikuntapuisto/hiihtomaa",6679034,3391087
"Helsinki","Herttoniemen leikkipuisto/kahluuallas",6677889,3391080
"Helsinki","Rudolfin leikkipuisto/lasten kahluuallas",6674962,3391357
"Oulainen","Sukkakosken uimaranta",7123985,3405088
"Helsinki","Myllynsiiven leikkipuisto/kahluuallas",6680468,3393040
"Helsinki","Ruonasalmenpuisto/uimapaikka",6677544,3393029
"Kinnula","Riuttasaaren laavu",7028954,3404091
"Helsinki","Puotilan leikkimäki/lasten kahluuallas",6679393,3394861
"Helsinki","Haruspuisto/lasten kahluuallas",6678262,3396016
"Helsinki","Mellunmäen boulderit/kalliokiipeilyseinä",6682325,3396246
"Uurainen","Maastohiihtokeskus",6934051,3419194
"Korpilahti","Hangasjärven uimapaikka",6897838,3418348
"Rovaniemen mlk","Marraskosken uimapaikka",7410491,3431247
"Uurainen","Uimapaikka kuukanpuisto",6933400,3419588
"Uurainen","Uimapaikka ,ala-aste",6933487,3419619
"Hollola","Hollolan kk uimapaikka",6772479,3415799
"Oulu","Korkeasaaren uimapaikka",7214766,3426917
"Kempele","Vihiluodon uimapaikka",7206487,3426863
"Hollola","Kutajoen uimapaikka",6774834,3416538
"Oulu","Heinäpään laskettelukeskus",7212318,3427114
"Hollola","Herralan uimapaikka",6754494,3416312
"Oulu","Kuusisaaren uimapaikka",7214698,3427480
"Jyväskylän mlk","Kuohun uimapaikka",6906969,3420241
"Liminka","Tupoksen uimapaikka",7196806,3427278
"Hollola","Kotomäen uimapaikka",6773097,3417154
"Rovaniemen mlk","Sinetän uimapaikka",7395816,3432285
"Haukipudas","Mursun uimaranta",7233015,3428363
"Rovaniemen mlk","Rautiosaaren uimapaikka",7370823,3431919
"Hollola","Työtjärven uimapaikka",6765673,3417478
"Uurainen","Uimapaikka jokihaara",6928508,3421358
"Oulu","Kuivasjärven uimapaikka",7220019,3428828
"Oulu","Kiviniemen uimapaikka",7208803,3428639
"Ii","Väli-Olhavan uimaranta",7266650,3430078
"Oulu","Tuiran uimapaikka",7214865,3428920
"Oulu","Pyykösjärven uimapaikka",7217786,3429163
"Korpilahti","Tikkalan uimapaikka",6893692,3421596
"Orimattila","Salusjärven uimapaikka",6741949,3418547
"Asikkala","Asikkalan kirkonkylän uimapaikka",6790905,3419711
"Orimattila","Salusjärven uimala",6741564,3418625
"Hollola","Tiilijärven uimala",6765586,3419213
"Jyväskylän mlk","Nyrölän uimapaikka, Luukkonen",6919895,3422769
"Joutsa","Niemistenkylän uimapaikka",6838574,3453102
"Viitasaari","Mäntylän uimapaikka",6995042,3455686
"Joutsa","Valklammen uimapaikka",6849947,3454533
"Ylikiiminki","Keskusten uimapaikka",7215357,3459655
"Ylikiiminki","Kk:n uimapaikka",7215346,3459661
"Muhos","Repokankaan uimapaikka",7190667,3460229
"Vesanto","Vesijärven uimapaikka",6981393,3458550
"Ylikiiminki","Kilpahiihtokeskus",7214040,3461618
"Pyhäjärvi","Niinimäen ampumarata",7052114,3459576
"Jyväskylän mlk","Luonetjärven uimapaikka",6921625,3429359
"Orimattila","Järvikylän uimaranta",6746041,3425699
"Lahti","Urheilukeskus kilpaladut",6764469,3426128
"Lahti","Mytäjäisten uimaranta",6764043,3426385
"Muurame","Keinolanniemen uimaranta",6892528,3429083
"Jyväskylän mlk","Tikkakosken hiihtomaa",6921782,3429850
"Muurame","Verkkoniemen uimaranta",6891819,3429276
